id,created_at,room_id,routine_start_time,routine_end_time,employee_id,teacher_initial,course_code,batch,section,entry_type,remarks,photo_url,booked_class_id,start_time,end_time,date_taken,routine_row_id,delay_reason,user_id,extra_slot,row_id
4447,2024-11-20 04:20:59.034219+00,KT-813-B,09:45:00,11:00:00,710000595,AKC,CSE226,,64_K,late,,,,2024-11-20 10:20:00,2024-11-20 10:39:00,2024-11-20,70770,,fe8b7dc2-d2fa-43e9-91b7-a3b438b40ec5,false,
4448,2024-11-20 03:54:25.960328+00,KT-515,09:45:00,11:00:00,710001538,NS,CSE427,,58_A,on_time,,,,2024-11-20 09:54:00,2024-11-20 10:46:00,2024-11-20,70784,On Time,10107562-aa78-4046-9503-6144f690f470,false,
4449,2024-11-20 03:46:35.919974+00,KT-306,09:45:00,11:00:00,710001060,SRH,CSE113,,67_B,on_time,,,,2024-11-20 09:46:00,2024-11-20 10:50:00,2024-11-20,70704,On Time,59f4b10a-6408-4b24-8931-c078b13b980f,false,
4450,2024-11-20 03:51:26.690244+00,KT-510,09:45:00,11:00:00,710002632,STA,CSE423,,60_C,on_time,,,,2024-11-20 09:51:00,2024-11-20 10:50:00,2024-11-20,70861,On Time,a3c7dfd6-cd92-49df-90e4-a31503edccc0,false,
4451,2024-11-20 03:47:40.320748+00,KT-802,09:45:00,11:00:00,710003057,RKR,CSE212,,65_M,on_time,,,,2024-11-20 09:47:00,2024-11-20 10:57:00,2024-11-20,70750,On Time,17cd0a93-11cf-4cf6-ac8d-301be74c5742,false,
4452,2024-11-20 03:47:50.608646+00,KT-318-A,09:45:00,11:00:00,710001783,TFS,CSE311,,63_C,on_time,,,,2024-11-20 09:47:00,2024-11-20 10:58:00,2024-11-20,70717,On Time,066d3d4e-d7ff-4f21-9556-7ce53dbd4aed,false,
4453,2024-11-20 03:45:03.889402+00,KT-201,09:45:00,11:00:00,710003575,TAK,CSE323,,61_F,on_time,,,,2024-11-20 09:45:00,2024-11-20 10:59:00,2024-11-20,70598,On Time,ce2eacc4-4203-41c0-a406-114faf238e8a,false,
4454,2024-11-20 02:32:07.561201+00,KT-815,08:30:00,11:00:00,710003595,AAR,PHY103,,66_L2,on_time,,,,2024-11-20 08:32:00,2024-11-20 11:00:00,2024-11-20,70977,On Time,37eec676-0666-4eb9-bdb5-6ac774f7efce,false,
4455,2024-11-20 03:47:34.410559+00,KT-803,09:45:00,11:00:00,721100114,SMR,ACT322,,62_F,on_time,,,,2024-11-20 09:47:00,2024-11-20 11:00:00,2024-11-20,70757,On Time,e251783f-9193-4c77-a3be-6391f72a7291,false,
4456,2024-11-20 02:31:45.595547+00,KT-816,08:30:00,11:00:00,721500523,MOR,PHY103,,66_N1,on_time,,,,2024-11-20 08:31:00,2024-11-20 11:00:00,2024-11-20,70980,On Time,5646fed5-51ab-4548-8dec-306fbbb49fdc,false,
4457,2024-11-20 03:58:29.093244+00,KT-702,09:45:00,11:00:00,710003082,SN,CIS123,,19_A,late,,,,2024-11-20 09:58:00,2024-11-20 11:00:00,2024-11-20,72215,,3c333e56-a000-4eb3-ae80-ec846e6cd4df,false,
4458,2024-11-20 03:52:21.083192+00,KT-903,09:45:00,11:00:00,723500152,IAT,SE132,,41_E2,on_time,,,,2024-11-20 09:52:00,2024-11-20 11:02:00,2024-11-20,71779,On Time,3b745e95-4a9c-4f69-b51e-69b7adbc8c9c,false,
4459,2024-11-20 03:47:14.3683+00,KT-222,09:45:00,11:00:00,710003385,NRM,MAT101,,67_O,on_time,,,,2024-11-20 09:47:00,2024-11-20 11:02:00,2024-11-20,70658,On Time,09bcd892-818c-4b72-a6da-4cb1a08d24b8,false,
4460,2024-11-20 03:57:10.903805+00,KT-501-B,09:45:00,11:00:00,710002795,ZZ,CSE314,,61_G1,late,,,,2024-11-20 09:57:00,2024-11-20 11:03:00,2024-11-20,70848,,b74480fa-0421-4d91-b532-dd724fe2c411,false,
4461,2024-11-20 03:43:32.602998+00,KT-303,09:45:00,11:00:00,710003444,CSA,CSE112,,67_E,on_time,,,,2024-11-20 09:45:00,2024-11-20 11:06:00,2024-11-20,70684,On Time,e55fec2d-629f-4733-b1f3-cd8f5f9a5e47,false,
4462,2024-11-20 03:54:47.87762+00,KT-G1-027,09:45:00,11:00:00,710003552,DMAK,CSE315,,63_E,on_time,,,,2024-11-20 09:54:00,2024-11-20 11:05:00,2024-11-20,70837,On Time,9a994406-6cfa-45a5-8bf7-764217cf1f4c,false,
4463,2024-11-20 02:32:41.648634+00,KT-809,08:30:00,11:00:00,710003571,MRIS,CSE122,,66_I,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 08:32:00,2024-11-20 11:20:00,2024-11-20,70961,On Time,5e56e292-28da-42f2-a642-4e0e2991fb33,false,
4464,2024-11-20 02:47:11.297601+00,KT-1021,08:30:00,11:00:00,710001543,MSH,0213-224,,B,late,CLASS ENDED BY SYSTEM,,,2024-11-20 08:47:00,2024-11-20 11:20:00,2024-11-20,72063,"internate issues ",e6ecef33-efc4-4e7b-9445-bdf7a0393c85,false,
4465,2024-11-20 02:48:32.982125+00,KT-G1-016,08:30:00,11:00:00,710003558,MIZ,CSE222,,64_M2,late,CLASS ENDED BY SYSTEM,,,2024-11-20 08:48:00,2024-11-20 11:20:00,2024-11-20,70933,,cf70c0ef-d6a6-4036-8646-159e48b7c8f5,false,
4466,2024-11-20 02:51:26.245197+00,KT-G1-010,08:30:00,11:00:00,710001967,AAK,CSE124,,66_E1,late,CLASS ENDED BY SYSTEM,,,2024-11-20 08:51:00,2024-11-20 11:20:00,2024-11-20,70910,,13ef4142-3ddd-41a7-86d5-5def0371c140,false,
4467,2024-11-20 03:33:57.561614+00,KT-503,08:30:00,11:00:00,710002788,MHS,CSE413,,60_D2,late,CLASS ENDED BY SYSTEM,,,2024-11-20 09:33:00,2024-11-20 11:20:00,2024-11-20,70852,"CRP wasn't working ",49230c27-4798-47e9-a6b3-2f0a110ab0c4,false,
4468,2024-11-20 03:45:42.208747+00,KT-G1-013,09:45:00,11:00:00,710002642,MA,TCSE326,,61_S1,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 09:49:00,2024-11-20 11:20:00,2024-11-20,70924,On Time,64adac80-4242-4d3c-9405-750ead990fbc,false,
4469,2024-11-20 03:48:17.635764+00,KT-517--A,09:45:00,11:00:00,710001450,HH,CSE123,,66_F,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 09:48:00,2024-11-20 11:20:00,2024-11-20,70797,On Time,f2aff4a9-72a6-49ac-82b2-773ee3943ff8,false,
4470,2024-11-20 03:53:19.949128+00,KT-914,09:45:00,11:00:00,710003429,AMN,STA101,,41_N,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 09:53:00,2024-11-20 11:20:00,2024-11-20,71845,On Time,8fa4c51d-bc20-4a86-a798-69918ae52f95,false,
4471,2024-11-20 03:55:42.966763+00,KT-G1-007,09:45:00,11:00:00,710003370,MSS,CSE326,,61_O2,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 09:55:00,2024-11-20 11:20:00,2024-11-20,70896,On Time,568ffd5b-a361-4536-b60d-f29806942b94,false,
4472,2024-11-20 04:00:24.734006+00,KT-919,09:45:00,11:00:00,710003054,TI,CSE313,,62_E,late,CLASS ENDED BY SYSTEM,,,2024-11-20 10:00:00,2024-11-20 11:20:00,2024-11-20,70817,JCPC Meeting,95b5ebfa-a7c0-4c85-aa35-786cdfaeb1f8,false,
4473,2024-11-20 05:00:38.20137+00,KT-919,11:00:00,12:15:00,710002090,AHN,CSE228,,64_F,on_time,,,,2024-11-20 11:00:00,2024-11-20 12:02:00,2024-11-20,70818,On Time,081c8c62-3e6a-4782-b46f-9c0fcc660345,false,
4474,2024-11-20 05:04:09.31133+00,KT-318-A,11:00:00,12:15:00,710001783,TFS,CSE311,,63_F,on_time,,,,2024-11-20 11:04:00,2024-11-20 12:09:00,2024-11-20,70718,On Time,066d3d4e-d7ff-4f21-9556-7ce53dbd4aed,false,
4475,2024-11-20 05:08:25.208641+00,KT-921,11:00:00,12:15:00,710002365,AST,STA101,,41_B,on_time,,,,2024-11-20 11:08:00,2024-11-20 12:12:00,2024-11-20,71797,On Time,ff569627-cd8c-4acd-946c-8c32c4092965,false,
4476,2024-11-20 05:00:26.993819+00,KT-201,11:00:00,12:15:00,710003562,RIA,CSE311,,63_L,on_time,,,,2024-11-20 11:00:00,2024-11-20 12:12:00,2024-11-20,70599,On Time,ecd67cac-71a9-477c-bb3f-7cd3698b7cea,false,
4477,2024-11-20 05:08:11.563368+00,KT-515,11:00:00,12:15:00,710002792,MUH,CSE412,,60_C,on_time,,,,2024-11-20 11:08:00,2024-11-20 12:12:00,2024-11-20,70785,On Time,9e70f585-38d5-4843-bca0-3ba621eda637,false,
4478,2024-11-20 05:02:03.663543+00,KT-501-A,11:00:00,12:15:00,721500531,PKP,CSE312,,63_O2,on_time,,,,2024-11-20 11:02:00,2024-11-20 12:13:00,2024-11-20,70844,On Time,f87eb4c6-6f59-489c-a6f8-78900e0509cc,false,
4479,2024-11-20 05:02:48.071076+00,KT-610,11:00:00,12:15:00,710003362,MR,SE122,,42_F2,on_time,,,,2024-11-20 11:02:00,2024-11-20 12:13:00,2024-11-20,71856,On Time,cd56771e-f8ff-4fc0-a77f-1b8d38e78977,false,
4480,2024-11-20 05:04:26.524102+00,KT-305,11:00:00,12:15:00,710001170,SZ,CSE221,,64_D,on_time,,,,2024-11-20 11:04:00,2024-11-20 12:13:00,2024-11-20,70698,On Time,22b24ca6-0a60-423c-b6ad-4021212205e2,false,
4481,2024-11-20 05:03:21.392763+00,KT-G1-014,11:00:00,12:15:00,710002346,IJN,CSE312,,63_H2,on_time,,,,2024-11-20 11:04:00,2024-11-20 12:17:00,2024-11-20,70929,On Time,2e86b5bc-858d-43c9-b340-f0d5956a5c12,false,
4482,2024-11-20 05:04:06.170303+00,KT-224,11:00:00,12:15:00,710003385,NRM,MAT101,,67_N,on_time,,,,2024-11-20 11:04:00,2024-11-20 12:16:00,2024-11-20,70672,On Time,09bcd892-818c-4b72-a6da-4cb1a08d24b8,false,
4483,2024-11-20 05:02:08.965765+00,KT-812,11:00:00,12:15:00,721100153,SAS,GE235,,41_G,on_time,,,,2024-11-20 11:02:00,2024-11-20 12:16:00,2024-11-20,71788,On Time,64b96742-501c-4aad-910a-6f437f810b04,false,
4484,2024-11-20 05:51:39.130142+00,KT-G1-020,11:00:00,12:15:00,710002788,MHS,TCSE413,,60_D2,late,,,,2024-11-20 11:51:00,2024-11-20 12:16:00,2024-11-20,70948,TCSE class.,49230c27-4798-47e9-a6b3-2f0a110ab0c4,false,
4485,2024-11-20 03:57:35.104145+00,KT-502,09:45:00,12:15:00,721500513,EHL,CSE234,,62_A1,late,,,,2024-11-20 09:57:00,2024-11-20 12:20:00,2024-11-20,70969,,96e4d1a7-2888-428e-8af0-18292d666420,false,
4486,2024-11-20 04:08:56.548184+00,KT-1018,09:45:00,12:15:00,710003229,MK,MCT433,,A,late,"good session ",,,2024-11-20 10:10:00,2024-11-20 12:22:00,2024-11-20,72056,,1afcfd85-6132-47b4-b3ec-66951dc94586,false,
4487,2024-11-20 05:05:51.393406+00,KT-801-A,11:00:00,12:15:00,710001040,SSL,MAT102,,66_D,on_time,,,,2024-11-20 11:05:00,2024-11-20 12:26:00,2024-11-20,70737,On Time,12e4fe92-728b-4f4e-9fdb-52b26ac4eec1,false,
4488,2024-11-20 05:09:50.125349+00,KT-G1-021,11:00:00,13:30:00,710003449,MB,CSE222,,63_K2,on_time,,,,2024-11-20 11:09:00,2024-11-20 12:26:00,2024-11-20,70954,On Time,67d78ba8-fa83-453c-8e01-96cf862a0910,false,
4489,2024-11-20 05:00:38.056398+00,KT-G1-026,11:00:00,12:15:00,721100114,SMR,ACT322,,62_H,on_time,,,,2024-11-20 11:00:00,2024-11-20 12:33:00,2024-11-20,70831,On Time,e251783f-9193-4c77-a3be-6391f72a7291,false,
4490,2024-11-20 04:15:12.779364+00,KT-513,09:45:00,12:15:00,710002480,MUR,CSE332,,60_D1,late,CLASS ENDED BY SYSTEM,,,2024-11-20 10:15:00,2024-11-20 12:40:00,2024-11-20,70865,,acb91cbd-8126-4d08-8818-80aee918f1a3,false,
4491,2024-11-20 05:01:55.85586+00,KT-320,11:00:00,12:15:00,710003441,MIR,CSE445,,61_U,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 11:01:00,2024-11-20 12:40:00,2024-11-20,70731,On Time,bdedd624-0b4d-4bf9-8105-f4ccf8e634b6,false,
4492,2024-11-20 05:04:14.08145+00,KT-G1-005,11:00:00,12:15:00,710003575,TAK,CSE314,,61_J1,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 11:04:00,2024-11-20 12:40:00,2024-11-20,70886,On Time,ce2eacc4-4203-41c0-a406-114faf238e8a,false,
4493,2024-11-20 05:04:34.075552+00,KT-G1-008,11:00:00,12:15:00,710003444,CSA,CSE314,,63_M1,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 11:06:00,2024-11-20 12:40:00,2024-11-20,70902,On Time,e55fec2d-629f-4733-b1f3-cd8f5f9a5e47,false,
4494,2024-11-20 05:10:37.132817+00,KT-514,11:00:00,12:15:00,710001538,NS,CSE227,,64_E,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 11:10:00,2024-11-20 12:40:00,2024-11-20,70778,On Time,10107562-aa78-4046-9503-6144f690f470,false,
4495,2024-11-20 05:04:58.38398+00,KT-G1-016,11:00:00,13:30:00,721500534,SHN,CSE234,,RE_A1,on_time,,,,2024-11-20 11:04:00,2024-11-20 13:14:00,2024-11-20,70934,On Time,0f929bcb-736c-4d90-9d26-5ad662ec6a4d,false,
4496,2024-11-20 06:19:59.088191+00,KT-913,12:15:00,13:30:00,723500163,AR,SE321,,37_E,on_time,,,,2024-11-20 12:19:00,2024-11-20 13:19:00,2024-11-20,71842,On Time,70ac2cf5-f6de-4acb-aba9-f44920e2b9f8,false,
4497,2024-11-20 06:25:44.827789+00,KT-307,12:15:00,13:30:00,710001783,TFS,CSE115,,67_R,on_time,,,,2024-11-20 12:25:00,2024-11-20 13:20:00,2024-11-20,70713,On Time,066d3d4e-d7ff-4f21-9556-7ce53dbd4aed,false,
4498,2024-11-20 06:29:36.124222+00,KT-801-B,12:15:00,13:30:00,710002304,SAR,MAT101,,67_B,late,,,,2024-11-20 12:29:00,2024-11-20 13:22:00,2024-11-20,70745,,64ef07cf-9890-4d09-bca2-276dbc5bdf94,false,
4499,2024-11-20 06:23:58.460641+00,KT-304,12:15:00,13:30:00,721500532,SAS,CSE325,,61_K,on_time,,,,2024-11-20 12:23:00,2024-11-20 13:23:00,2024-11-20,70692,On Time,e0255966-d36b-48b0-8f36-921c20e07746,false,
4500,2024-11-20 06:22:39.520794+00,KT-710,12:15:00,13:30:00,723500161,SR,SE122,,42_B2,on_time,,,,2024-11-20 12:22:00,2024-11-20 13:26:00,2024-11-20,71776,On Time,9f9ca2e4-2101-4818-b97b-24c853476bb2,false,
4501,2024-11-20 06:18:07.041186+00,KT-306,12:15:00,13:30:00,710001060,SRH,CSE113,,67_A,on_time,,,,2024-11-20 12:18:00,2024-11-20 13:26:00,2024-11-20,70706,On Time,59f4b10a-6408-4b24-8931-c078b13b980f,false,
4502,2024-11-20 06:26:13.015356+00,KT-702,12:15:00,13:30:00,710003084,IS,CIS131,,19_A,late,,,,2024-11-20 12:26:00,2024-11-20 13:27:00,2024-11-20,72217,,99f6aaf9-4ea6-4b2b-9677-3246e0e3b374,false,
4503,2024-11-20 06:20:15.738551+00,KT-320,12:15:00,13:30:00,710001170,SZ,CSE221,,64_A,on_time,,,,2024-11-20 12:20:00,2024-11-20 13:27:00,2024-11-20,70732,On Time,22b24ca6-0a60-423c-b6ad-4021212205e2,false,
4504,2024-11-20 05:03:17.53693+00,KT-G1-010,11:00:00,13:30:00,710003057,RKR,CSE124,,66_K2,on_time,,,,2024-11-20 11:03:00,2024-11-20 13:28:00,2024-11-20,70911,On Time,17cd0a93-11cf-4cf6-ac8d-301be74c5742,false,
4505,2024-11-20 05:06:39.42845+00,KT-816,11:00:00,13:30:00,721500522,SMHN,PHY103,,66_Q1,on_time,,,,2024-11-20 11:06:00,2024-11-20 13:30:00,2024-11-20,70981,On Time,03d9ded0-b0f3-4c78-aa0b-07da75e6fc63,false,
4506,2024-11-20 07:30:35.005372+00,KT-816,11:00:00,13:30:00,721500522,SMHN,PHY103,,66_Q1,late,,,,2024-11-20 13:30:00,2024-11-20 13:30:00,2024-11-20,70981,,03d9ded0-b0f3-4c78-aa0b-07da75e6fc63,false,
4507,2024-11-20 06:15:31.902162+00,KT-501-A,12:15:00,13:30:00,721500538,ZNM,CSE314,,63_I2,on_time,,,,2024-11-20 12:15:00,2024-11-20 13:30:00,2024-11-20,70845,On Time,c8cb07cf-d5cc-4434-9e7b-a78ba1b242c5,false,
4508,2024-11-20 06:17:18.343445+00,KT-305,12:15:00,13:30:00,710003376,MJZ,CSE123,,66_C,on_time,,,,2024-11-20 12:17:00,2024-11-20 13:31:00,2024-11-20,70699,On Time,c3ea1090-9a17-4e40-94cb-b964ce193d88,false,
4509,2024-11-20 06:18:57.58256+00,KT-921,12:15:00,13:30:00,723500152,IAT,SE214,,40_H,on_time,,,,2024-11-20 12:18:00,2024-11-20 13:31:00,2024-11-20,71798,On Time,3b745e95-4a9c-4f69-b51e-69b7adbc8c9c,false,
4510,2024-11-20 06:23:21.625481+00,KT-G1-014,12:15:00,13:30:00,710003370,MSS,CSE326,,61_B2,on_time,,,,2024-11-20 12:23:00,2024-11-20 13:34:00,2024-11-20,70930,On Time,568ffd5b-a361-4536-b60d-f29806942b94,false,
4511,2024-11-20 06:16:41.030544+00,KT-219,12:15:00,13:30:00,710003571,MRIS,CSE121,,66_I,on_time,,,,2024-11-20 12:16:00,2024-11-20 13:38:00,2024-11-20,70640,On Time,5e56e292-28da-42f2-a642-4e0e2991fb33,false,
4512,2024-11-20 05:09:44.971922+00,AB-3-105,11:00:00,13:30:00,710002641,ARS,CSE224,,64_I1,on_time,,,,2024-11-20 11:09:00,2024-11-20 13:40:00,2024-11-20,70975,On Time,1235d0f3-08e8-45bb-88cb-84c958376f68,false,
4513,2024-11-20 06:16:33.03461+00,KT-813-B,12:15:00,13:30:00,710002783,PDS,CSE313,,62_C,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 12:16:00,2024-11-20 14:00:00,2024-11-20,70772,On Time,40a956fb-a514-47dd-bba4-b984b1cbaeae,false,
4514,2024-11-20 06:16:38.87751+00,KT-803,12:15:00,13:30:00,710003405,AAS,PHY102,,66_A,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 12:16:00,2024-11-20 14:00:00,2024-11-20,70759,On Time,f5ac1bc6-941d-4ed5-b180-b4b23b95860c,false,
4515,2024-11-20 06:16:48.378448+00,KT-G1-005,12:15:00,13:30:00,710002793,MUM,CSE326,,61_H1,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 12:16:00,2024-11-20 14:00:00,2024-11-20,70887,On Time,3e85d3e9-062c-48e6-8d5d-0a5c974dca45,false,
4516,2024-11-20 06:20:55.8384+00,KT-514,12:15:00,13:30:00,710002792,MUH,CSE112,,67_Q,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 12:20:00,2024-11-20 14:00:00,2024-11-20,70779,On Time,9e70f585-38d5-4843-bca0-3ba621eda637,false,
4517,2024-11-20 06:22:20.950308+00,KT-1017-B,12:15:00,13:30:00,721500440,MAA,0222-111,,B,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 12:22:00,2024-11-20 14:00:00,2024-11-20,72051,On Time,4a4ca15e-0a15-4448-882c-d683a7122291,false,
4518,2024-11-20 06:27:20.528622+00,KT-208,12:15:00,13:30:00,710002477,ZS,CSE223,,64_D,late,CLASS ENDED BY SYSTEM,,,2024-11-20 12:27:00,2024-11-20 14:00:00,2024-11-20,70607,,35ce9d62-5e13-4462-a8cc-2fc1926dbae0,false,
4519,2024-11-20 06:31:52.002207+00,KT-217,12:15:00,13:30:00,710002116,SS,CSE112,,67_O,late,CLASS ENDED BY SYSTEM,,,2024-11-20 12:31:00,2024-11-20 14:00:00,2024-11-20,70627,,8c50e308-5e0d-44bc-9443-654b4279a7be,false,
4520,2024-11-20 07:24:51.663622+00,KT-213,12:15:00,13:30:00,710002090,AHN,CSE212,,65_H,late,CLASS ENDED BY SYSTEM,,,2024-11-20 13:24:00,2024-11-20 14:00:00,2024-11-20,70613,forgot to scan code,081c8c62-3e6a-4782-b46f-9c0fcc660345,false,
4521,2024-11-20 05:03:34.801463+00,KT-809,11:00:00,13:30:00,710003412,AKM,CSE216,,65_K,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 11:03:00,2024-11-20 14:00:00,2024-11-20,70962,On Time,eebdc8fe-21b9-4f9b-8d54-b83402241545,false,
4522,2024-11-20 06:15:39.987772+00,KT-G1-008,12:15:00,14:45:00,710003369,AUA,CSE222,,64_F2,on_time,,,,2024-11-20 12:15:00,2024-11-20 14:18:00,2024-11-20,70903,On Time,363c3ecb-75e9-4376-bb2c-c5a5e10548cd,false,
4523,2024-11-20 07:40:41.978125+00,KT-515,13:30:00,14:45:00,710003449,MB,CSE221,,63_L,on_time,,,,2024-11-20 13:40:00,2024-11-20 14:29:00,2024-11-20,70787,On Time,67d78ba8-fa83-453c-8e01-96cf862a0910,false,
4524,2024-11-20 07:38:43.112684+00,KT-221,13:30:00,14:45:00,710002632,STA,CSE423,,59_C,on_time,,,,2024-11-20 13:38:00,2024-11-20 14:32:00,2024-11-20,70654,On Time,a3c7dfd6-cd92-49df-90e4-a31503edccc0,false,
4525,2024-11-20 07:33:10.214024+00,KT-713,13:30:00,14:45:00,723500163,,SE212,,42_C,on_time,,,,2024-11-20 13:33:00,2024-11-20 14:35:00,2024-11-20,72255,On Time,70ac2cf5-f6de-4acb-aba9-f44920e2b9f8,false,
4526,2024-11-20 07:34:34.712971+00,KT-G1-014,13:30:00,14:45:00,710003370,MSS,CSE326,,61_P2,on_time,,,,2024-11-20 13:34:00,2024-11-20 14:42:00,2024-11-20,70931,On Time,568ffd5b-a361-4536-b60d-f29806942b94,false,
4527,2024-11-20 07:31:23.893142+00,KT-814--B,13:30:00,14:45:00,721100153,SAS,GE235,,41_D,on_time,,,,2024-11-20 13:31:00,2024-11-20 14:43:00,2024-11-20,71808,On Time,64b96742-501c-4aad-910a-6f437f810b04,false,
4528,2024-11-20 07:33:43.217886+00,KT-514,13:30:00,14:45:00,710003385,NRM,MAT101,,67_Q,on_time,,,,2024-11-20 13:33:00,2024-11-20 14:44:00,2024-11-20,70780,On Time,09bcd892-818c-4b72-a6da-4cb1a08d24b8,false,
4529,2024-11-20 07:36:57.208136+00,KT-801-A,13:30:00,14:45:00,710001040,SSL,MAT102,,66_A,on_time,,,,2024-11-20 13:36:00,2024-11-20 14:45:00,2024-11-20,70739,On Time,12e4fe92-728b-4f4e-9fdb-52b26ac4eec1,false,
4530,2024-11-20 06:27:28.82727+00,KT-G1-007,12:15:00,14:45:00,710003558,MIZ,CSE222,,64_N1,late,,,,2024-11-20 12:27:00,2024-11-20 14:46:00,2024-11-20,70898,,cf70c0ef-d6a6-4036-8646-159e48b7c8f5,false,
4531,2024-11-20 07:32:58.14014+00,KT-G1-012,13:30:00,14:45:00,710003565,TAS,CSE312,,62_H1,on_time,,,,2024-11-20 13:32:00,2024-11-20 14:46:00,2024-11-20,70921,On Time,28602855-eb9f-4b4d-9d46-8a7cb71235ad,false,
4532,2024-11-20 07:30:38.929035+00,KT-318-A,13:30:00,14:45:00,721100114,SMR,ACT322,,62_G,on_time,,,,2024-11-20 13:30:00,2024-11-20 14:48:00,2024-11-20,70720,On Time,e251783f-9193-4c77-a3be-6391f72a7291,false,
4533,2024-11-20 06:20:13.706372+00,KT-502,12:15:00,14:45:00,721500513,EHL,CSE234,,62_B2,on_time,,,,2024-11-20 12:20:00,2024-11-20 14:49:00,2024-11-20,70970,On Time,96e4d1a7-2888-428e-8af0-18292d666420,false,
4534,2024-11-20 07:43:17.898355+00,KT-802,13:30:00,14:45:00,710001538,NS,CSE227,,64_C,late,,,,2024-11-20 13:43:00,2024-11-20 14:53:00,2024-11-20,70753,Previous class ends at 1:40pm,10107562-aa78-4046-9503-6144f690f470,false,
4535,2024-11-20 07:30:32.900375+00,KT-813-B,13:30:00,14:45:00,710002788,MHS,CSE311,,62_C,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:30:00,2024-11-20 15:20:00,2024-11-20,70773,On Time,49230c27-4798-47e9-a6b3-2f0a110ab0c4,false,
4536,2024-11-20 07:31:58.854624+00,KT-217,13:30:00,14:45:00,721500523,MOR,PHY102,,66_O,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:31:00,2024-11-20 15:20:00,2024-11-20,70628,On Time,5646fed5-51ab-4548-8dec-306fbbb49fdc,false,
4537,2024-11-20 07:33:21.273763+00,KT-224,13:30:00,14:45:00,710002339,TRA,CSE228,,64_I,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:33:00,2024-11-20 15:20:00,2024-11-20,70673,On Time,c2c409ee-3ea9-4768-9a5a-db017844b6e4,false,
4538,2024-11-20 07:34:11.729634+00,KT-305,13:30:00,14:45:00,710003218,DRAR,CSE323,,61_C,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:34:00,2024-11-20 15:20:00,2024-11-20,70700,On Time,34f46e53-9a0a-4b60-9edd-7b107da4ed98,false,
4539,2024-11-20 07:36:01.007715+00,KT-G1-020,13:30:00,14:45:00,710003054,TI,TCSE314,,62_E1,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:36:00,2024-11-20 15:20:00,2024-11-20,70950,On Time,95b5ebfa-a7c0-4c85-aa35-786cdfaeb1f8,false,
4540,2024-11-20 07:36:12.043457+00,KT-517--A,13:30:00,14:45:00,721500484,MAMR,CSE121,,66_L,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:36:00,2024-11-20 15:20:00,2024-11-20,70800,On Time,abcabdc7-ee6b-4f2e-b539-0eccff4451c3,false,
4541,2024-11-20 07:38:22.378985+00,KT-304,13:30:00,14:45:00,710002103,LR,CSE225,,64_O,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 13:38:00,2024-11-20 15:20:00,2024-11-20,70693,On Time,086436a3-00cc-4912-bdb9-6643da4fa32c,false,
4542,2024-11-20 06:15:25.04209+00,KT-815,12:15:00,14:45:00,710003595,AAR,PHY103,,66_K1,on_time,CLASS ENDED BY SYSTEM,,,2024-11-20 12:15:00,2024-11-20 15:20:00,2024-11-20,70978,On Time,37eec676-0666-4eb9-bdb5-6ac774f7efce,false,
4543,2024-11-20 08:52:20.694709+00,KT-G1-027,14:45:00,16:00:00,710003565,TAS,CSE311,,62_H,on_time,,,,2024-11-20 14:52:00,2024-11-20 15:45:00,2024-11-20,70841,On Time,28602855-eb9f-4b4d-9d46-8a7cb71235ad,false,
4544,2024-11-20 08:47:32.776107+00,KT-517--A,14:45:00,16:00:00,710003369,AUA,CSE115,,67_N,on_time,,,,2024-11-20 14:47:00,2024-11-20 15:52:00,2024-11-20,70801,On Time,363c3ecb-75e9-4376-bb2c-c5a5e10548cd,false,
4545,2024-11-20 08:48:47.14474+00,KT-919,14:45:00,16:00:00,721100114,SMR,ACT322,,62_D,on_time,,,,2024-11-20 14:48:00,2024-11-20 15:54:00,2024-11-20,70821,On Time,e251783f-9193-4c77-a3be-6391f72a7291,false,
