id,created_at,room_id,routine_start_time,routine_end_time,employee_id,teacher_initial,course_code,section,date_missed,routine_row_id,booked_class_id,makeup_done
138545,2024-11-21 13:00:05.201226+00,KT-220,14:45:00,16:00:00,710003551,ASA,ENG102,66_R,2024-11-21,71032,,false
138546,2024-11-21 13:00:05.249361+00,KT-221,13:30:00,14:45:00,710003570,ANR,ENG101,67_K,2024-11-21,71036,,false
138547,2024-11-21 13:00:05.292355+00,KT-222,11:00:00,12:15:00,710003558,MIZ,CSE221,64_N,2024-11-21,71040,,false
138548,2024-11-21 13:00:05.339678+00,KT-223,08:30:00,09:45:00,710003446,MJP,CSE212,Re_A,2024-11-21,71044,,false
138549,2024-11-21 13:00:05.382718+00,KT-223,13:30:00,14:45:00,710002645,SAK,CSE325,61_D,2024-11-21,71048,,false
138550,2024-11-21 13:00:05.44047+00,KT-224,11:00:00,12:15:00,721500365,FHN,CSE445,61_V,2024-11-21,71052,,false
138551,2024-11-21 13:00:05.485003+00,KT-302,09:45:00,11:00:00,710003569,SMSH,ENG101,67_R,2024-11-21,71056,,false
138552,2024-11-21 13:00:05.539064+00,KT-302,14:45:00,16:00:00,710003431,SNK,CSE115,67_K,2024-11-21,71060,,false
138553,2024-11-21 13:00:05.58892+00,KT-304,08:30:00,09:45:00,710003560,JHJ,CSE323,61_D,2024-11-21,71068,,false
138554,2024-11-21 13:00:05.632963+00,KT-304,13:30:00,14:45:00,721500536,MMC,BNS101,65_K,2024-11-21,71072,,false
138555,2024-11-21 13:00:05.678032+00,KT-305,11:00:00,12:15:00,721500527,KMS,CSE333,60_F,2024-11-21,71076,,false
138556,2024-11-21 13:00:05.748824+00,KT-306,13:30:00,14:45:00,710003558,MIZ,CSE313,63_A,2024-11-21,71084,,false
138557,2024-11-21 13:00:05.79219+00,KT-318-A,08:30:00,09:45:00,710003242,JLA,CSE225,64_L,2024-11-21,71092,,false
138558,2024-11-21 13:00:05.849929+00,KT-318-A,14:45:00,16:00:00,710003557,ROZ,CSE313,61_V,2024-11-21,71096,,false
138559,2024-11-21 13:00:05.890426+00,KT-318-B,12:15:00,13:30:00,721500401,RHK,CSE233,62_H,2024-11-21,71100,,false
138560,2024-11-21 13:00:05.944556+00,KT-801-A,13:30:00,14:45:00,710003219,HJ,CSE221,64_H,2024-11-21,71112,,false
138561,2024-11-21 13:00:05.985662+00,KT-201,11:00:00,12:15:00,710000634,SSK,PHY101,67_J,2024-11-21,70985,,false
138562,2024-11-21 13:00:06.049577+00,KT-201,16:00:00,17:15:00,710003579,PPC,CSE311,61_V,2024-11-21,70989,,false
138563,2024-11-21 13:00:06.090737+00,KT-208,12:15:00,13:30:00,710003373,AHAK,CSE321,RE_A,2024-11-21,70993,,false
138564,2024-11-21 13:00:06.129735+00,KT-213,09:45:00,11:00:00,721900035,MAK,PHY101,67_C,2024-11-21,70997,,false
138565,2024-11-21 13:00:06.175516+00,KT-213,14:45:00,16:00:00,710003432,MSM,CSE115,67_Q,2024-11-21,71001,,false
138566,2024-11-21 13:00:06.243442+00,KT-217,09:45:00,11:00:00,710003570,ANR,ENG101,67_M,2024-11-21,71009,,false
138567,2024-11-21 13:00:06.29946+00,KT-217,14:45:00,16:00:00,721500527,KMS,CSE333,60_E,2024-11-21,71013,,false
138568,2024-11-21 13:00:06.342803+00,KT-218,12:15:00,13:30:00,710003377,SIP,CSE113,67_N,2024-11-21,71017,,false
138569,2024-11-21 13:00:06.383014+00,KT-219,08:30:00,09:45:00,710003369,AUA,CSE115,67_N,2024-11-21,71021,,false
138570,2024-11-21 13:00:06.425641+00,KT-219,13:30:00,14:45:00,750000242,YA,CSE226,64_G,2024-11-21,71025,,false
138571,2024-11-21 13:00:06.460202+00,KT-221,09:45:00,11:00:00,710003369,AUA,CSE221,64_F,2024-11-21,71033,,false
138572,2024-11-21 13:00:06.503651+00,KT-221,14:45:00,16:00:00,750000242,YA,MAT211,65_J,2024-11-21,71037,,false
138573,2024-11-21 13:00:06.771559+00,KT-222,12:15:00,13:30:00,710003431,SNK,CSE115,67_L,2024-11-21,71041,,false
138574,2024-11-21 13:00:06.822779+00,KT-223,14:45:00,16:00:00,710003596,MRR,MAT101,67_T,2024-11-21,71049,,false
138575,2024-11-21 13:00:06.876974+00,KT-303,08:30:00,09:45:00,710003431,SNK,CSE331,60_F,2024-11-21,71061,,false
138576,2024-11-21 13:00:06.944003+00,KT-304,09:45:00,11:00:00,710002487,NT,AOL101,65_G,2024-11-21,71069,,false
138577,2024-11-21 13:00:06.991378+00,KT-305,12:15:00,13:30:00,721500503,TMS,CSE313,61_M,2024-11-21,71077,,false
138578,2024-11-21 13:00:07.038025+00,KT-306,09:45:00,11:00:00,710003590,MNM,MAT101,Re_A,2024-11-21,71081,,false
138579,2024-11-21 13:00:07.082216+00,KT-306,14:45:00,16:00:00,710003553,SHR,CSE311,61_J,2024-11-21,71085,,false
138580,2024-11-21 13:00:07.15103+00,KT-307,12:15:00,13:30:00,710003378,AUR,CSE445,61_K,2024-11-21,71089,,false
138581,2024-11-21 13:00:07.206434+00,KT-318-A,11:00:00,12:15:00,710003596,MRR,MAT211,65_E,2024-11-21,71093,,false
138582,2024-11-21 13:00:07.274169+00,KT-318-B,14:45:00,16:00:00,710003591,MAM,PHY101,67_S,2024-11-21,71101,,false
138583,2024-11-21 13:00:07.324555+00,KT-801-A,09:45:00,11:00:00,710002349,SNA,CSE333,60_D,2024-11-21,71109,,false
138584,2024-11-21 13:00:07.370407+00,KT-801-A,14:45:00,16:00:00,710003567,MDA,CSE311,63_I,2024-11-21,71113,,false
138585,2024-11-21 13:00:07.413486+00,KT-201,12:15:00,13:30:00,710002783,PDS,CSE313,62_D,2024-11-21,70986,,false
138586,2024-11-21 13:00:07.459274+00,KT-208,08:30:00,09:45:00,710003236,AJS,ENG102,66_A,2024-11-21,70990,,false
138587,2024-11-21 13:00:07.516037+00,KT-208,13:30:00,14:45:00,710003446,MJP,CSE212,65_O,2024-11-21,70994,,false
138588,2024-11-21 13:00:07.565532+00,KT-213,11:00:00,12:15:00,721500528,MHB,CSE313,63_C,2024-11-21,70998,,false
138589,2024-11-21 13:00:07.617025+00,KT-216,08:30:00,09:45:00,710003392,SMN,BNS101,65_B,2024-11-21,71002,,false
138590,2024-11-21 13:00:07.67093+00,KT-216,13:30:00,14:45:00,710002090,AHN,CSE212,65_L,2024-11-21,71006,,false
138591,2024-11-21 13:00:07.725308+00,KT-218,08:30:00,09:45:00,710002796,NIB,CSE115,67_J,2024-11-21,71014,,false
138592,2024-11-21 13:00:07.815047+00,KT-218,13:30:00,14:45:00,710003566,SEA,CSE323,61_T,2024-11-21,71018,,false
138593,2024-11-21 13:00:07.858328+00,KT-219,09:45:00,11:00:00,710003551,ASA,ENG101,67_J,2024-11-21,71022,,false
138594,2024-11-21 13:00:07.907047+00,KT-219,14:45:00,16:00:00,710003063,MMRN,CSE221,63_H,2024-11-21,71026,,false
138595,2024-11-21 13:00:07.948844+00,KT-220,12:15:00,13:30:00,710003446,MJP,CSE212,65_P,2024-11-21,71030,,false
138596,2024-11-21 13:00:08.017322+00,KT-222,08:30:00,09:45:00,710003578,ZAF,CSE313,63_E,2024-11-21,71038,,false
138597,2024-11-21 13:00:08.082056+00,KT-223,11:00:00,12:15:00,721500536,MMC,BNS101,65_L,2024-11-21,71046,,false
138598,2024-11-21 13:00:08.13683+00,KT-224,08:30:00,09:45:00,710003590,MNM,MAT102,Re_A,2024-11-21,71050,,false
138599,2024-11-21 13:00:08.184859+00,KT-224,14:45:00,16:00:00,721500534,SHN,CSE115,RE_A,2024-11-21,71054,,false
138600,2024-11-21 13:00:08.229799+00,KT-302,12:15:00,13:30:00,710003369,AUA,CSE115,67_M,2024-11-21,71058,,false
138601,2024-11-21 13:00:08.279635+00,KT-303,09:45:00,11:00:00,750000242,YA,MAT211,65_H,2024-11-21,71062,,false
138602,2024-11-21 13:00:08.335733+00,KT-303,14:45:00,16:00:00,710002795,ZZ,AOL101,65_I,2024-11-21,71066,,false
138603,2024-11-21 13:00:08.377172+00,KT-304,11:00:00,12:15:00,710003347,MHK,CSE215,65_G,2024-11-21,71070,,false
138604,2024-11-21 13:00:08.423061+00,KT-305,08:30:00,09:45:00,710003373,AHAK,CSE325,61_L,2024-11-21,71074,,false
138605,2024-11-21 13:00:08.505024+00,KT-305,13:30:00,14:45:00,721100114,SMR,ACT322,62_H,2024-11-21,71078,,false
138606,2024-11-21 13:00:08.557087+00,KT-306,11:00:00,12:15:00,710003565,TAS,CSE313,61_O,2024-11-21,71082,,false
138607,2024-11-21 13:00:08.619137+00,KT-307,13:30:00,14:45:00,710003445,AAA,CSE313,61_K,2024-11-21,71090,,false
138608,2024-11-21 13:00:08.678286+00,KT-320,08:30:00,09:45:00,710003063,MMRN,AOL101,65_M,2024-11-21,71102,,false
138609,2024-11-21 13:00:08.726915+00,KT-801-A,11:00:00,12:15:00,710003447,JDH,CSE423,60_D,2024-11-21,71110,,false
138610,2024-11-21 13:00:08.766453+00,KT-801-B,11:00:00,12:15:00,710002304,SAR,MAT211,65_A,2024-11-21,71117,,false
138611,2024-11-21 13:00:08.810768+00,KT-801-B,12:15:00,13:30:00,710002304,SAR,MAT211,65_O,2024-11-21,71118,,false
138612,2024-11-21 13:00:08.861505+00,KT-801-B,13:30:00,14:45:00,710003375,SMC,CSE215,65_B,2024-11-21,71119,,false
138613,2024-11-21 13:00:08.91277+00,KT-801-B,14:45:00,16:00:00,710002304,SAR,MAT211,65_B,2024-11-21,71120,,false
138614,2024-11-21 13:00:08.972328+00,KT-802,13:30:00,14:45:00,710003569,SMSH,ENG101,67_S,2024-11-21,71125,,false
138615,2024-11-21 13:00:09.015971+00,KT-804,08:30:00,09:45:00,721500530,MMB,CSE331,60_Re-A,2024-11-21,71133,,false
138616,2024-11-21 13:00:09.066109+00,KT-804,13:30:00,14:45:00,710002349,SNA,CSE335,63_C,2024-11-21,71137,,false
138617,2024-11-21 13:00:09.119589+00,KT-514,11:00:00,12:15:00,710003561,HHP,CSE313,62_H,2024-11-21,71145,,false
138618,2024-11-21 13:00:09.169152+00,KT-515,08:30:00,09:45:00,721100114,SMR,ACT322,62_C,2024-11-21,71149,,false
138619,2024-11-21 13:00:09.224069+00,KT-515,13:30:00,14:45:00,721500528,MHB,CSE313,63_D,2024-11-21,71153,,false
138620,2024-11-21 13:00:09.273846+00,KT-516,11:00:00,12:15:00,721900071,MIA,MAT211,65_M,2024-11-21,71157,,false
138621,2024-11-21 13:00:09.333448+00,KT-516,16:00:00,17:15:00,710003580,MAR,CSE311,63_N,2024-11-21,71161,,false
138622,2024-11-21 13:00:09.385121+00,KT-517--A,12:15:00,13:30:00,710002349,SNA,CSE335,63_D,2024-11-21,71165,,false
138623,2024-11-21 13:00:09.426021+00,KT-518,09:45:00,11:00:00,723300246,KZ,CSE212,Re_A,2024-11-21,71169,,false
138624,2024-11-21 13:00:09.477755+00,KT-518,14:45:00,16:00:00,721500535,FJT,CSE228,64_K,2024-11-21,71173,,false
138625,2024-11-21 13:00:09.512167+00,KT-916,14:45:00,16:00:00,721500503,TMS,CSE411,Re_A,2024-11-21,71177,,false
138626,2024-11-21 13:00:09.547814+00,KT-919,12:15:00,13:30:00,710002478,TAR,CSE213,65_L,2024-11-21,71181,,false
138627,2024-11-21 13:00:09.588748+00,KT-G1-026,13:30:00,14:45:00,710003347,MHK,CSE215,65_I,2024-11-21,71185,,false
138628,2024-11-21 13:00:10.180485+00,KT-501-A,11:00:00,12:15:00,710002645,SAK,CSE326,61_D1,2024-11-21,71193,,false
138629,2024-11-21 13:00:10.219767+00,KT-501-B,09:45:00,11:00:00,710003555,ALE,CSE314,63_H1,2024-11-21,71197,,false
138630,2024-11-21 13:00:10.261509+00,KT-503,14:45:00,16:00:00,721500365,FHN,CSE314,63_D1,2024-11-21,71205,,false
138631,2024-11-21 13:00:10.29936+00,KT-510,13:30:00,16:00:00,710003561,HHP,CSE324,61_Q1,2024-11-21,71213,,false
138632,2024-11-21 13:00:10.342352+00,KT-G1-001,08:30:00,09:45:00,721500365,FHN,CSE314,63_C1,2024-11-21,71217,,false
138633,2024-11-21 13:00:10.389471+00,KT-G1-002,13:30:00,14:45:00,710003553,SHR,TCSE312,61_O1,2024-11-21,71225,,false
138634,2024-11-21 13:00:10.436039+00,KT-G1-003,14:45:00,16:00:00,710003564,NHA,TCSE312,61_Q2,2024-11-21,71229,,false
138635,2024-11-21 13:00:10.479048+00,KT-G1-004,13:30:00,14:45:00,710003565,TAS,CSE314,61_O2,2024-11-21,71233,,false
138636,2024-11-21 13:00:10.531636+00,KT-G1-006,08:30:00,11:00:00,710002478,TAR,CSE114,67_L1,2024-11-21,71237,,false
138637,2024-11-21 13:00:10.600565+00,KT-G1-007,08:30:00,09:45:00,710003054,TI,TCSE314,62_G2,2024-11-21,71241,,false
138638,2024-11-21 13:00:10.65257+00,KT-G1-008,13:30:00,14:45:00,710003063,MMRN,TCSE222,63_H1,2024-11-21,71249,,false
138639,2024-11-21 13:00:10.697291+00,KT-G1-009,11:00:00,13:30:00,710002792,MUH,CSE214,65_B1,2024-11-21,71253,,false
138640,2024-11-21 13:00:10.739901+00,KT-G1-011,12:15:00,13:30:00,710003567,MDA,TCSE312,63_I2,2024-11-21,71261,,false
138641,2024-11-21 13:00:10.785783+00,KT-G1-012,09:45:00,11:00:00,710003564,NHA,TCSE312,61_R2,2024-11-21,71265,,false
138642,2024-11-21 13:00:10.829755+00,KT-G1-014,09:45:00,11:00:00,710001966,FTJ,TCSE314,61_P2,2024-11-21,71273,,false
138643,2024-11-21 13:00:10.872149+00,KT-G1-016,08:30:00,09:45:00,710003101,MIS,CSE314,61_B1,2024-11-21,71277,,false
138644,2024-11-21 13:00:10.931176+00,KT-G1-016,14:45:00,16:00:00,710003411,HMK,TCSE314,63_G2,2024-11-21,71281,,false
138645,2024-11-21 13:00:10.980739+00,KT-G1-017,13:30:00,14:45:00,710003578,ZAF,TCSE314,63_N1,2024-11-21,71285,,false
138646,2024-11-21 13:00:11.026194+00,KT-G1-018,13:30:00,14:45:00,710003580,MAR,TCSE312,63_N2,2024-11-21,71289,,false
138647,2024-11-21 13:00:11.063999+00,KT-G1-020,13:30:00,14:45:00,710003557,ROZ,TCSE324,61_L2,2024-11-21,71293,,false
138648,2024-11-21 13:00:11.103319+00,KT-809,11:00:00,13:30:00,710003375,SMC,CSE216,65_C,2024-11-21,71301,,false
138649,2024-11-21 13:00:11.142082+00,KT-502,08:30:00,11:00:00,721500401,RHK,CSE234,62_G1,2024-11-21,71305,,false
138650,2024-11-21 13:00:11.175514+00,AB-3-105,08:30:00,11:00:00,710003556,NTT,CSE224,64_K2,2024-11-21,71309,,false
138651,2024-11-21 13:00:11.218505+00,KT-802,14:45:00,16:00:00,710001967,AAK,CSE123,66_H,2024-11-21,71126,,false
138652,2024-11-21 13:00:11.270877+00,KT-803,13:30:00,14:45:00,710003579,PPC,CSE311,61_U,2024-11-21,71130,,false
138653,2024-11-21 13:00:11.359369+00,KT-813-B,08:30:00,09:45:00,710003563,NAE,CSE335,63_J,2024-11-21,71138,,false
138654,2024-11-21 13:00:11.405384+00,KT-813-B,14:45:00,16:00:00,721900071,MIA,MAT211,65_K,2024-11-21,71142,,false
138655,2024-11-21 13:00:11.454164+00,KT-514,12:15:00,13:30:00,710001306,MKH,CSE315,63_C,2024-11-21,71146,,false
138656,2024-11-21 13:00:11.493319+00,KT-516,12:15:00,13:30:00,710003447,JDH,CSE445,61_R,2024-11-21,71158,,false
138657,2024-11-21 13:00:11.528729+00,KT-517--A,08:30:00,09:45:00,723300250,AOH,CSE121,Re_B,2024-11-21,71162,,false
138658,2024-11-21 13:00:11.564099+00,KT-517--A,13:30:00,14:45:00,721500401,RHK,CSE445,61_J,2024-11-21,71166,,false
138659,2024-11-21 13:00:11.604485+00,KT-518,11:00:00,12:15:00,721500503,TMS,CSE411,60_E,2024-11-21,71170,,false
138660,2024-11-21 13:00:11.642269+00,KT-916,08:30:00,09:45:00,721500538,ZNM,CSE236,RE_A,2024-11-21,71174,,false
138661,2024-11-21 13:00:11.68213+00,GB-204,13:30:00,14:45:00,723300254,SZE,CSE121,Re_A,2024-11-21,71182,,false
138662,2024-11-21 13:00:11.727924+00,KT-G1-027,13:30:00,14:45:00,710003101,MIS,CSE325,RE-A,2024-11-21,71190,,false
138663,2024-11-21 13:00:11.775899+00,KT-501-B,11:00:00,13:30:00,710003557,ROZ,CSE324,61_L2,2024-11-21,71198,,false
138664,2024-11-21 13:00:11.816929+00,KT-503,11:00:00,12:15:00,710002478,TAR,CSE213,65_H,2024-11-21,71202,,false
138665,2024-11-21 13:00:11.867794+00,KT-504,08:30:00,09:45:00,721500503,TMS,CSE314,61_M1,2024-11-21,71206,,false
138666,2024-11-21 13:00:11.919723+00,KT-513,11:00:00,12:15:00,710003567,MDA,CSE312,63_I2,2024-11-21,71214,,false
138667,2024-11-21 13:00:11.956976+00,KT-G1-001,09:45:00,11:00:00,710002693,FKM,CSE312,63_F2,2024-11-21,71218,,false
138668,2024-11-21 13:00:12.015842+00,KT-G1-002,09:45:00,11:00:00,721500532,SAS,TCSE326,61_K1,2024-11-21,71222,,false
138669,2024-11-21 13:00:12.077639+00,KT-G1-004,08:30:00,09:45:00,710002645,SAK,CSE326,61_J2,2024-11-21,71230,,false
138670,2024-11-21 13:00:12.118859+00,KT-G1-005,08:30:00,09:45:00,710003038,DS,CSE312,61_K2,2024-11-21,71234,,false
138671,2024-11-21 13:00:12.155743+00,KT-G1-006,11:00:00,12:15:00,710003445,AAA,CSE314,61_L1,2024-11-21,71238,,false
138672,2024-11-21 13:00:12.220474+00,KT-G1-007,09:45:00,11:00:00,721500503,TMS,TCSE314,61_M1,2024-11-21,71242,,false
138673,2024-11-21 13:00:12.288979+00,KT-G1-008,08:30:00,09:45:00,710003411,HMK,TCSE314,61_R1,2024-11-21,71246,,false
138674,2024-11-21 13:00:12.331034+00,KT-G1-008,14:45:00,16:00:00,710003563,NAE,TCSE335,RE_A1,2024-11-21,71250,,false
138675,2024-11-21 13:00:12.373716+00,KT-G1-010,14:45:00,16:00:00,710003566,SEA,CSE312,63_J2,2024-11-21,71258,,false
138676,2024-11-21 13:00:12.435027+00,KT-G1-012,11:00:00,12:15:00,710002339,TRA,TCSE422,Re_A1,2024-11-21,71266,,false
138677,2024-11-21 13:00:12.494112+00,KT-G1-013,12:15:00,13:30:00,710003566,SEA,TCSE312,63_J2,2024-11-21,71270,,false
138678,2024-11-21 13:00:12.538236+00,KT-G1-014,12:15:00,13:30:00,710002645,SAK,TCSE326,61_D1,2024-11-21,71274,,false
138679,2024-11-21 13:00:12.604975+00,KT-G1-016,09:45:00,11:00:00,710003101,MIS,TCSE314,61_B1,2024-11-21,71278,,false
138680,2024-11-21 13:00:12.65441+00,KT-G1-017,08:30:00,09:45:00,710003579,PPC,TCSE312,61_U1,2024-11-21,71282,,false
138681,2024-11-21 13:00:12.703268+00,KT-G1-018,14:45:00,16:00:00,710003580,MAR,CSE312,63_N2,2024-11-21,71290,,false
138682,2024-11-21 13:00:12.761444+00,KT-809,14:45:00,17:15:00,710003375,SMC,CSE216,65_A,2024-11-21,71302,,false
138683,2024-11-21 13:00:12.801247+00,AB-3-105,11:00:00,13:30:00,710003580,MAR,CSE224,64_A1,2024-11-21,71310,,false
138684,2024-11-21 13:00:12.853598+00,KT-816,08:30:00,11:00:00,710003591,MAM,PHY103,66_I1,2024-11-21,71314,,false
138685,2024-11-21 13:00:12.896193+00,KT-803,09:45:00,11:00:00,710003580,MAR,CSE335,63_G,2024-11-21,71127,,false
138686,2024-11-21 13:00:12.935425+00,KT-803,14:45:00,16:00:00,721500533,TSE,CSE231,RE_A,2024-11-21,71131,,false
138687,2024-11-21 13:00:12.976297+00,KT-514,08:30:00,09:45:00,710003219,HJ,AOL101,65_O,2024-11-21,71143,,false
138688,2024-11-21 13:00:13.022673+00,KT-514,13:30:00,14:45:00,721900071,MIA,MAT211,65_D,2024-11-21,71147,,false
138689,2024-11-21 13:00:13.084196+00,KT-516,08:30:00,09:45:00,710003555,ALE,CSE335,63_A,2024-11-21,71155,,false
138690,2024-11-21 13:00:13.129082+00,KT-516,13:30:00,14:45:00,710001051,SR,CSE445,59_B,2024-11-21,71159,,false
138691,2024-11-21 13:00:13.17635+00,KT-517--A,14:45:00,16:00:00,710003053,ZMK,CSE313,61_H,2024-11-21,71167,,false
138692,2024-11-21 13:00:13.21518+00,KT-916,09:45:00,11:00:00,721500531,PKP,CSE311,RE_A,2024-11-21,71175,,false
138693,2024-11-21 13:00:13.258757+00,KT-919,09:45:00,11:00:00,710003444,CSA,CSE313,63_M,2024-11-21,71179,,false
138694,2024-11-21 13:00:13.313215+00,KT-G1-026,11:00:00,12:15:00,710003411,HMK,CSE313,63_G,2024-11-21,71183,,false
138695,2024-11-21 13:00:13.364203+00,KT-G1-027,09:45:00,11:00:00,710003563,NAE,CSE335,63_L,2024-11-21,71187,,false
138696,2024-11-21 13:00:13.400175+00,KT-G1-027,14:45:00,16:00:00,710000023,SP,MAT102,66_I,2024-11-21,71191,,false
138697,2024-11-21 13:00:13.466413+00,KT-501-A,13:30:00,16:00:00,710003454,RAK,CSE324,61_G2,2024-11-21,71195,,false
138698,2024-11-21 13:00:13.511285+00,KT-501-B,13:30:00,14:45:00,710003411,HMK,CSE314,63_G2,2024-11-21,71199,,false
138699,2024-11-21 13:00:13.581694+00,KT-510,11:00:00,12:15:00,721500530,MMB,CSE413,Re-A1,2024-11-21,71211,,false
138700,2024-11-21 13:00:13.650602+00,KT-513,12:15:00,14:45:00,710003563,NAE,CSE335,RE_A1,2024-11-21,71215,,false
138701,2024-11-21 13:00:13.688252+00,KT-G1-001,11:00:00,12:15:00,710002693,FKM,TCSE312,63_F2,2024-11-21,71219,,false
138702,2024-11-21 13:00:13.726206+00,KT-G1-003,08:30:00,11:00:00,710003447,JDH,CSE214,65_C1,2024-11-21,71227,,false
138703,2024-11-21 13:00:13.759258+00,KT-G1-004,09:45:00,11:00:00,710002645,SAK,TCSE326,61_J2,2024-11-21,71231,,false
138704,2024-11-21 13:00:13.792921+00,KT-G1-005,09:45:00,11:00:00,710003038,DS,TCSE312,61_K2,2024-11-21,71235,,false
138705,2024-11-21 13:00:13.83682+00,KT-G1-006,12:15:00,13:30:00,710003445,AAA,TCSE314,61_L1,2024-11-21,71239,,false
138706,2024-11-21 13:00:13.890306+00,KT-G1-008,09:45:00,11:00:00,710003561,HHP,TCSE314,62_H2,2024-11-21,71247,,false
138707,2024-11-21 13:00:13.950168+00,KT-G1-010,08:30:00,11:00:00,710003558,MIZ,CSE222,64_M1,2024-11-21,71255,,false
138708,2024-11-21 13:00:14.012468+00,KT-G1-011,09:45:00,11:00:00,710003411,HMK,CSE314,61_R1,2024-11-21,71259,,false
138709,2024-11-21 13:00:14.066858+00,KT-G1-011,14:45:00,17:15:00,710003445,AAA,CSE222,64_L2,2024-11-21,71263,,false
138710,2024-11-21 13:00:14.126388+00,KT-G1-013,13:30:00,16:00:00,710003447,JDH,CSE214,65_C2,2024-11-21,71271,,false
138711,2024-11-21 13:00:14.190774+00,KT-G1-014,13:30:00,14:45:00,710003556,NTT,TCSE312,63_K2,2024-11-21,71275,,false
138712,2024-11-21 13:00:14.229706+00,KT-G1-016,12:15:00,13:30:00,710003219,HJ,CSE312,61_H1,2024-11-21,71279,,false
138713,2024-11-21 13:00:14.276953+00,KT-G1-017,09:45:00,11:00:00,710003579,PPC,CSE312,61_U1,2024-11-21,71283,,false
138714,2024-11-21 13:00:14.322744+00,KT-G1-018,08:30:00,09:45:00,710003557,ROZ,CSE314,61_V1,2024-11-21,71287,,false
138715,2024-11-21 13:00:14.369313+00,KT-G1-020,08:30:00,11:00:00,710003432,MSM,CSE124,66_R1,2024-11-21,71291,,false
138716,2024-11-21 13:00:14.416955+00,KT-G1-022,13:30:00,14:45:00,710002783,PDS,CSE314,62_D2,2024-11-21,71299,,false
138717,2024-11-21 13:00:14.462066+00,KT-810,08:30:00,11:00:00,721500446,SAL,CSE216,65_L,2024-11-21,71303,,false
138718,2024-11-21 13:00:14.506807+00,AB-3-103,11:00:00,13:30:00,710003556,NTT,CSE224,64_K1,2024-11-21,71307,,false
138719,2024-11-21 13:00:14.554928+00,KT-803,11:00:00,12:15:00,710003566,SEA,CSE323,61_U,2024-11-21,71128,,false
138720,2024-11-21 13:00:14.598993+00,KT-803,16:00:00,17:15:00,721500533,TSE,CSE213,RE_A,2024-11-21,71132,,false
138721,2024-11-21 13:00:14.636654+00,KT-804,12:15:00,13:30:00,710003590,MNM,CSE235,RE_B,2024-11-21,71136,,false
138722,2024-11-21 13:00:14.677735+00,KT-813-B,11:00:00,12:15:00,710002796,NIB,CSE316,63_N,2024-11-21,71140,,false
138723,2024-11-21 13:00:14.730699+00,KT-514,09:45:00,11:00:00,710001967,AAK,CSE315,63_I,2024-11-21,71144,,false
138724,2024-11-21 13:00:15.14319+00,KT-516,09:45:00,11:00:00,710003596,MRR,MAT101,67_S,2024-11-21,71156,,false
138725,2024-11-21 13:00:15.264336+00,KT-518,13:30:00,14:45:00,721500535,FJT,CSE228,64_L,2024-11-21,71172,,false
138726,2024-11-21 13:00:15.304709+00,KT-916,11:00:00,12:15:00,710003551,ASA,ENG102,66_Q,2024-11-21,71176,,false
138727,2024-11-21 13:00:15.353096+00,KT-919,11:00:00,12:15:00,710001967,AAK,CSE315,63_J,2024-11-21,71180,,false
138728,2024-11-21 13:00:15.396994+00,KT-G1-026,12:15:00,13:30:00,721100114,SMR,ACT322,62_B,2024-11-21,71184,,false
138729,2024-11-21 13:00:15.460485+00,KT-G1-027,11:00:00,12:15:00,710003563,NAE,CSE335,63_K,2024-11-21,71188,,false
138730,2024-11-21 13:00:15.499214+00,KT-501-B,08:30:00,09:45:00,710003561,HHP,CSE314,62_H2,2024-11-21,71196,,false
138731,2024-11-21 13:00:15.538578+00,KT-501-B,14:45:00,16:00:00,710003558,MIZ,CSE314,63_A1,2024-11-21,71200,,false
138732,2024-11-21 13:00:15.580072+00,KT-503,13:30:00,14:45:00,721500531,PKP,CSE312,63_O1,2024-11-21,71204,,false
138733,2024-11-21 13:00:15.622356+00,KT-510,12:15:00,13:30:00,721500530,MMB,TCSE413,Re-A1,2024-11-21,71212,,false
138734,2024-11-21 13:00:15.694101+00,KT-513,14:45:00,16:00:00,710003578,ZAF,CSE314,63_E2,2024-11-21,71216,,false
138735,2024-11-21 13:00:15.733122+00,KT-G1-001,12:15:00,14:45:00,710003380,SAJ,CSE124,66_Q2,2024-11-21,71220,,false
138736,2024-11-21 13:00:15.77359+00,KT-G1-002,12:15:00,13:30:00,710003553,SHR,CSE312,61_O1,2024-11-21,71224,,false
138737,2024-11-21 13:00:15.816911+00,KT-G1-003,13:30:00,14:45:00,710003564,NHA,CSE312,61_Q2,2024-11-21,71228,,false
138738,2024-11-21 13:00:15.870118+00,KT-G1-004,11:00:00,13:30:00,710003242,JLA,CSE214,65_D1,2024-11-21,71232,,false
138739,2024-11-21 13:00:15.930466+00,KT-G1-005,14:45:00,17:15:00,710003242,JLA,CSE214,65_D2,2024-11-21,71236,,false
138740,2024-11-21 13:00:15.972253+00,KT-G1-006,13:30:00,16:00:00,710002478,TAR,CSE114,67_L2,2024-11-21,71240,,false
138741,2024-11-21 13:00:16.014656+00,KT-G1-007,12:15:00,13:30:00,710003565,TAS,TCSE314,61_O2,2024-11-21,71244,,false
138742,2024-11-21 13:00:16.056662+00,KT-G1-009,09:45:00,11:00:00,710003370,MSS,TCSE326,61_P1,2024-11-21,71252,,false
138743,2024-11-21 13:00:16.10221+00,KT-G1-012,08:30:00,09:45:00,710003564,NHA,CSE312,61_R2,2024-11-21,71264,,false
